zona,data,faixa_horaria,tipo_ocorrencia,clima,evento_especial,denuncias_app_ultimas_24h,anomalias_cameras_ultimas_24h,risco_ocorrencia,volume_estimado
Park Way,2025-06-22,12-18h,Roubo,Nublado,Sim,26,12,0,4
Plano Piloto,2025-06-26,00-06h,Roubo,Chuva,Não,24,3,27,1
Guará,2025-07-15,18-23h,Furto,Céu limpo,Não,13,8,1,10
SCIA/Estrutural,2025-06-23,06-12h,Roubo,Céu limpo,Não,30,3,22,9
Santa Maria,2025-07-11,12-18h,Furto,Céu limpo,Não,24,15,98,4
Asa Norte,2025-07-17,00-06h,Vandalismo,Céu limpo,Não,12,3,58,8
Varjão,2025-07-06,06-12h,Roubo,Céu limpo,Sim,18,15,4,5
Candangolândia,2025-07-17,06-12h,Todos,Céu limpo,Sim,1,7,70,7
São Sebastião,2025-07-14,12-18h,Roubo,Nublado,Sim,3,8,4,10
Fercal,2025-06-22,06-12h,Roubo,Chuva,Não,19,9,93,1
Itapoã,2025-07-08,12-18h,Vandalismo,Nublado,Não,1,8,24,8
Sobradinho II,2025-07-16,12-18h,Roubo,Nublado,Não,20,11,39,5
Brazlândia,2025-06-27,06-12h,Todos,Nublado,Não,2,9,1,4
Taguatinga,2025-07-17,06-12h,Todos,Céu limpo,Não,22,14,88,5
Cruzeiro,2025-07-16,18-23h,Furto,Chuva,Sim,26,1,32,7
Riacho Fundo,2025-06-26,12-18h,Furto,Nublado,Não,25,10,19,4
Vicente Pires,2025-06-30,18-23h,Furto,Nublado,Não,12,0,62,10
Santa Maria,2025-07-07,00-06h,Vandalismo,Nublado,Sim,8,8,54,7
Asa Norte,2025-07-20,18-23h,Roubo,Céu limpo,Não,25,13,49,1
Sol Nascente/Pôr do Sol,2025-07-21,12-18h,Roubo,Chuva,Sim,5,15,16,3
Lago Norte,2025-07-21,06-12h,Todos,Céu limpo,Sim,28,8,27,10
Candangolândia,2025-07-21,12-18h,Furto,Nublado,Sim,21,1,94,4
Plano Piloto,2025-07-16,00-06h,Todos,Chuva,Não,26,3,49,5
Vicente Pires,2025-06-22,18-23h,Roubo,Chuva,Não,14,1,77,7
Lago Sul,2025-07-19,06-12h,Todos,Chuva,Sim,2,6,40,6
Lago Norte,2025-07-21,00-06h,Furto,Céu limpo,Não,11,12,50,2
Arniqueira,2025-07-10,12-18h,Vandalismo,Chuva,Não,16,4,62,8
Varjão,2025-07-04,00-06h,Furto,Céu limpo,Não,0,13,64,2
Candangolândia,2025-06-27,06-12h,Vandalismo,Chuva,Sim,24,3,53,0
Lago Sul,2025-07-10,12-18h,Furto,Chuva,Sim,16,12,75,3
Sol Nascente/Pôr do Sol,2025-07-14,12-18h,Furto,Céu limpo,Sim,8,12,63,7
Park Way,2025-07-13,12-18h,Roubo,Nublado,Não,29,9,76,0
Fercal,2025-07-15,00-06h,Roubo,Nublado,Não,12,14,7,0
Cruzeiro,2025-06-25,18-23h,Roubo,Chuva,Não,5,13,54,1
SCIA/Estrutural,2025-06-29,18-23h,Furto,Chuva,Não,25,6,30,5
São Sebastião,2025-07-19,12-18h,Furto,Céu limpo,Sim,28,5,59,5
Samambaia,2025-07-09,06-12h,Furto,Nublado,Sim,17,8,50,3
Samambaia,2025-07-01,00-06h,Furto,Céu limpo,Não,22,10,97,5
Itapoã,2025-07-06,18-23h,Roubo,Nublado,Sim,5,11,95,0
Guará,2025-07-06,00-06h,Furto,Chuva,Sim,7,12,75,0
Águas Claras,2025-07-10,06-12h,Vandalismo,Nublado,Não,5,12,32,6
Park Way,2025-07-17,00-06h,Todos,Céu limpo,Sim,15,7,57,6
Brazlândia,2025-06-24,12-18h,Furto,Chuva,Não,27,3,35,6
Brazlândia,2025-06-25,06-12h,Todos,Nublado,Sim,29,14,89,4
Lago Norte,2025-07-09,00-06h,Roubo,Chuva,Sim,9,6,14,7
Asa Norte,2025-07-03,00-06h,Todos,Céu limpo,Não,3,14,48,1
São Sebastião,2025-07-14,00-06h,Vandalismo,Chuva,Sim,4,0,6,4
Asa Sul,2025-07-17,06-12h,Roubo,Nublado,Sim,26,11,49,2
Riacho Fundo II,2025-06-21,12-18h,Roubo,Céu limpo,Sim,4,13,81,3
Lago Sul,2025-07-07,12-18h,Todos,Céu limpo,Não,21,4,25,6
Sol Nascente/Pôr do Sol,2025-07-11,06-12h,Todos,Nublado,Não,2,13,89,8
Fercal,2025-06-26,00-06h,Vandalismo,Chuva,Sim,27,9,86,10
Guará,2025-06-25,18-23h,Roubo,Nublado,Sim,11,9,67,9
Asa Sul,2025-07-15,12-18h,Vandalismo,Nublado,Não,14,5,53,1
Vicente Pires,2025-07-20,18-23h,Todos,Chuva,Sim,22,2,33,2
SCIA/Estrutural,2025-06-25,12-18h,Vandalismo,Céu limpo,Não,9,5,82,2
Asa Sul,2025-06-24,06-12h,Roubo,Chuva,Sim,14,2,56,8
Candangolândia,2025-07-14,12-18h,Furto,Céu limpo,Sim,17,7,88,8
Itapoã,2025-06-27,00-06h,Furto,Nublado,Não,17,10,85,10
Sobradinho II,2025-07-12,12-18h,Roubo,Chuva,Não,9,9,94,7
Sobradinho II,2025-07-07,00-06h,Todos,Nublado,Sim,7,2,61,7
Vicente Pires,2025-07-01,12-18h,Furto,Céu limpo,Não,26,1,5,4
Recanto das Emas,2025-06-30,00-06h,Roubo,Chuva,Sim,7,11,65,6
Sudoeste/Octogonal,2025-07-21,18-23h,Todos,Chuva,Não,28,13,7,0
Asa Norte,2025-07-05,06-12h,Vandalismo,Céu limpo,Não,15,4,79,0
Fercal,2025-07-05,18-23h,Todos,Céu limpo,Sim,26,8,77,1
Ceilândia,2025-06-26,18-23h,Todos,Céu limpo,Sim,28,9,2,2
Sobradinho,2025-07-02,12-18h,Furto,Chuva,Não,8,8,14,8
Jardim Botânico,2025-07-02,12-18h,Todos,Nublado,Sim,22,14,64,1
Sobradinho II,2025-07-03,06-12h,Roubo,Céu limpo,Sim,20,9,11,2
Núcleo Bandeirante,2025-07-08,18-23h,Todos,Nublado,Não,20,0,97,2
Guará,2025-06-22,00-06h,Roubo,Céu limpo,Não,12,9,41,9
Sobradinho II,2025-07-18,18-23h,Vandalismo,Nublado,Não,9,4,44,7
Guará,2025-07-06,18-23h,Todos,Nublado,Não,11,0,13,1
Guará,2025-07-08,12-18h,Roubo,Céu limpo,Não,1,7,76,3
SCIA/Estrutural,2025-07-04,12-18h,Vandalismo,Chuva,Não,16,9,64,1
Ceilândia,2025-07-20,18-23h,Todos,Nublado,Sim,12,0,87,10
Asa Norte,2025-06-22,06-12h,Vandalismo,Céu limpo,Sim,18,8,91,5
SIA,2025-06-26,12-18h,Todos,Céu limpo,Não,9,5,47,3
Cruzeiro,2025-07-11,06-12h,Vandalismo,Chuva,Sim,0,2,33,3
Candangolândia,2025-06-28,18-23h,Furto,Nublado,Sim,9,7,28,0
Santa Maria,2025-07-01,06-12h,Todos,Céu limpo,Sim,12,12,81,2
Núcleo Bandeirante,2025-07-08,06-12h,Roubo,Céu limpo,Sim,6,3,84,2
Cruzeiro,2025-07-18,06-12h,Furto,Chuva,Não,13,7,11,0
Asa Sul,2025-07-21,12-18h,Todos,Nublado,Não,27,3,12,3
Jardim Botânico,2025-07-11,18-23h,Vandalismo,Nublado,Não,3,2,50,3
Santa Maria,2025-07-08,00-06h,Furto,Nublado,Não,16,9,26,7
Águas Claras,2025-07-17,06-12h,Roubo,Nublado,Sim,16,8,92,5
SIA,2025-07-16,18-23h,Todos,Nublado,Sim,7,13,54,3
Vicente Pires,2025-06-26,18-23h,Todos,Céu limpo,Sim,21,15,97,6
Lago Sul,2025-07-19,18-23h,Vandalismo,Nublado,Sim,12,2,57,8
Itapoã,2025-07-19,12-18h,Vandalismo,Nublado,Não,20,0,20,6
Samambaia,2025-06-21,00-06h,Roubo,Nublado,Não,23,9,45,0
SIA,2025-07-10,00-06h,Vandalismo,Chuva,Não,30,5,76,4
Fercal,2025-07-14,06-12h,Furto,Nublado,Sim,9,9,22,8
Sobradinho II,2025-07-03,18-23h,Roubo,Nublado,Não,6,10,0,4
Itapoã,2025-07-18,18-23h,Todos,Nublado,Não,21,2,63,4
Sobradinho II,2025-06-25,12-18h,Todos,Céu limpo,Não,14,1,8,0
Brazlândia,2025-06-24,12-18h,Roubo,Céu limpo,Sim,1,5,22,8
Jardim Botânico,2025-07-04,00-06h,Vandalismo,Chuva,Não,16,11,41,5
Jardim Botânico,2025-06-21,00-06h,Todos,Céu limpo,Sim,13,14,35,6
Fercal,2025-07-04,18-23h,Vandalismo,Céu limpo,Sim,28,14,21,1
Recanto das Emas,2025-07-13,06-12h,Roubo,Céu limpo,Não,4,13,20,9
Ceilândia,2025-06-28,06-12h,Roubo,Chuva,Sim,25,2,42,9
Taguatinga,2025-06-25,12-18h,Todos,Céu limpo,Não,29,1,44,10
Recanto das Emas,2025-07-15,12-18h,Vandalismo,Céu limpo,Não,0,6,37,10
Sobradinho,2025-06-30,00-06h,Roubo,Nublado,Não,28,0,1,7
São Sebastião,2025-07-20,06-12h,Furto,Chuva,Sim,9,13,63,5
Águas Claras,2025-07-17,00-06h,Vandalismo,Chuva,Sim,18,15,88,3
SCIA/Estrutural,2025-06-28,06-12h,Todos,Nublado,Não,26,12,94,2
Riacho Fundo II,2025-06-21,18-23h,Todos,Chuva,Sim,10,13,36,1
Brazlândia,2025-07-08,00-06h,Vandalismo,Nublado,Sim,20,11,66,0
Cruzeiro,2025-07-21,06-12h,Vandalismo,Chuva,Não,15,8,34,0
Brazlândia,2025-07-19,06-12h,Roubo,Céu limpo,Sim,13,2,42,6
SIA,2025-07-14,00-06h,Vandalismo,Céu limpo,Sim,29,6,16,10
Núcleo Bandeirante,2025-06-21,06-12h,Todos,Nublado,Não,17,0,94,5
SCIA/Estrutural,2025-07-01,06-12h,Todos,Chuva,Sim,10,13,45,2
Asa Sul,2025-06-25,06-12h,Todos,Nublado,Sim,26,0,47,4
Park Way,2025-07-21,18-23h,Roubo,Chuva,Sim,8,0,20,10
SCIA/Estrutural,2025-07-08,00-06h,Roubo,Chuva,Sim,19,10,55,2
Sobradinho II,2025-07-09,06-12h,Todos,Céu limpo,Não,6,14,66,4
Riacho Fundo II,2025-07-09,00-06h,Roubo,Chuva,Sim,27,14,75,9
Arniqueira,2025-07-04,12-18h,Roubo,Céu limpo,Sim,27,4,33,0
Planaltina,2025-07-03,06-12h,Furto,Céu limpo,Sim,18,0,23,3
Taguatinga,2025-07-15,18-23h,Vandalismo,Chuva,Não,16,13,55,2
Riacho Fundo II,2025-07-18,12-18h,Vandalismo,Céu limpo,Sim,29,9,77,2
São Sebastião,2025-07-07,00-06h,Vandalismo,Chuva,Sim,3,4,93,4
Arniqueira,2025-06-28,06-12h,Todos,Céu limpo,Sim,22,15,87,10
São Sebastião,2025-06-30,00-06h,Todos,Céu limpo,Sim,25,7,52,8
Vicente Pires,2025-07-07,18-23h,Roubo,Nublado,Sim,10,13,41,2
Santa Maria,2025-07-09,18-23h,Furto,Chuva,Sim,5,10,100,3
Sobradinho II,2025-07-06,00-06h,Vandalismo,Chuva,Não,2,14,71,8
Jardim Botânico,2025-07-02,06-12h,Roubo,Chuva,Sim,1,14,51,4
Ceilândia,2025-06-26,18-23h,Vandalismo,Céu limpo,Não,25,7,99,8
Taguatinga,2025-06-26,06-12h,Todos,Nublado,Sim,1,4,66,4
Gama,2025-07-17,00-06h,Todos,Céu limpo,Não,28,10,88,4
Planaltina,2025-07-05,12-18h,Vandalismo,Céu limpo,Não,16,12,99,5
Planaltina,2025-07-15,12-18h,Vandalismo,Nublado,Não,20,0,5,0
Águas Claras,2025-07-11,18-23h,Vandalismo,Céu limpo,Sim,1,7,3,8
Vicente Pires,2025-07-03,18-23h,Vandalismo,Nublado,Não,15,11,54,0
Sol Nascente/Pôr do Sol,2025-07-12,00-06h,Roubo,Chuva,Sim,2,13,84,2
Cruzeiro,2025-06-30,18-23h,Roubo,Céu limpo,Não,4,3,91,1
Varjão,2025-07-01,12-18h,Vandalismo,Nublado,Sim,19,13,88,5
Plano Piloto,2025-07-06,18-23h,Todos,Nublado,Não,23,15,29,9
Arniqueira,2025-07-21,12-18h,Roubo,Céu limpo,Sim,26,4,69,3
Taguatinga,2025-06-23,00-06h,Roubo,Céu limpo,Sim,25,13,26,1
Vicente Pires,2025-07-02,18-23h,Todos,Nublado,Não,7,12,45,2
Samambaia,2025-06-21,12-18h,Todos,Nublado,Não,6,10,49,10
Ceilândia,2025-06-25,12-18h,Furto,Chuva,Sim,22,12,47,3
Riacho Fundo II,2025-07-14,06-12h,Roubo,Nublado,Sim,11,1,83,7
Núcleo Bandeirante,2025-07-01,00-06h,Todos,Nublado,Não,4,5,7,5
Asa Norte,2025-07-03,06-12h,Todos,Nublado,Não,0,10,42,3
São Sebastião,2025-07-15,00-06h,Roubo,Céu limpo,Não,2,4,11,2
Vicente Pires,2025-07-03,12-18h,Roubo,Nublado,Não,30,6,6,4
Taguatinga,2025-07-20,18-23h,Vandalismo,Céu limpo,Sim,0,7,70,1
Brazlândia,2025-06-30,00-06h,Furto,Chuva,Não,7,1,6,9
Sudoeste/Octogonal,2025-06-24,00-06h,Vandalismo,Chuva,Não,3,2,20,6
Riacho Fundo II,2025-06-29,18-23h,Vandalismo,Chuva,Sim,5,10,79,10
Núcleo Bandeirante,2025-07-02,18-23h,Roubo,Nublado,Sim,20,15,11,10
Brazlândia,2025-06-21,18-23h,Furto,Chuva,Não,25,2,38,7
Lago Sul,2025-07-11,00-06h,Todos,Chuva,Sim,4,11,4,10
Sudoeste/Octogonal,2025-07-08,18-23h,Vandalismo,Nublado,Sim,2,8,13,10
Sudoeste/Octogonal,2025-07-21,18-23h,Furto,Céu limpo,Não,13,5,55,5
Fercal,2025-07-02,06-12h,Roubo,Céu limpo,Não,4,13,34,4
Itapoã,2025-07-02,12-18h,Roubo,Chuva,Sim,24,1,74,1
Lago Sul,2025-07-16,18-23h,Roubo,Nublado,Não,28,5,27,6
Gama,2025-06-29,18-23h,Vandalismo,Nublado,Sim,4,3,89,7
São Sebastião,2025-07-18,18-23h,Todos,Céu limpo,Sim,12,6,65,10
Cruzeiro,2025-06-27,18-23h,Todos,Chuva,Sim,9,13,70,7
São Sebastião,2025-07-13,06-12h,Furto,Nublado,Sim,0,0,28,7
Riacho Fundo,2025-07-08,06-12h,Roubo,Céu limpo,Não,11,13,74,0
Taguatinga,2025-06-21,18-23h,Furto,Chuva,Sim,9,3,69,5
Asa Sul,2025-07-18,00-06h,Roubo,Céu limpo,Sim,24,2,49,10
Recanto das Emas,2025-07-01,18-23h,Todos,Chuva,Sim,22,6,44,1
Plano Piloto,2025-07-15,12-18h,Todos,Nublado,Sim,12,8,99,2
Lago Sul,2025-07-16,12-18h,Vandalismo,Chuva,Não,13,9,73,1
Ceilândia,2025-06-29,06-12h,Todos,Céu limpo,Sim,11,0,90,2
Jardim Botânico,2025-07-04,18-23h,Roubo,Nublado,Sim,3,8,65,5
Lago Sul,2025-06-21,18-23h,Furto,Chuva,Não,17,1,62,4
Riacho Fundo II,2025-06-29,06-12h,Vandalismo,Nublado,Sim,30,4,78,4
Ceilândia,2025-07-21,06-12h,Furto,Chuva,Sim,27,1,53,1
Riacho Fundo II,2025-06-25,06-12h,Roubo,Nublado,Não,16,10,67,10
Ceilândia,2025-06-23,18-23h,Roubo,Nublado,Sim,27,8,21,9
Núcleo Bandeirante,2025-07-02,12-18h,Vandalismo,Nublado,Sim,28,7,24,2
SCIA/Estrutural,2025-06-29,18-23h,Vandalismo,Céu limpo,Não,27,15,60,10
Núcleo Bandeirante,2025-07-08,18-23h,Roubo,Nublado,Não,1,10,3,3
Arniqueira,2025-06-29,00-06h,Furto,Nublado,Sim,15,4,92,8
Arniqueira,2025-06-24,06-12h,Furto,Céu limpo,Não,10,6,63,10
Ceilândia,2025-07-01,18-23h,Roubo,Nublado,Não,30,14,85,6
Brazlândia,2025-07-09,12-18h,Todos,Nublado,Sim,30,8,66,4
Recanto das Emas,2025-06-27,06-12h,Vandalismo,Nublado,Sim,26,9,90,6
Vicente Pires,2025-07-01,00-06h,Vandalismo,Nublado,Não,10,3,48,5
São Sebastião,2025-06-30,12-18h,Roubo,Nublado,Não,4,11,85,7
Guará,2025-06-28,12-18h,Furto,Céu limpo,Não,15,7,83,7
SCIA/Estrutural,2025-06-25,06-12h,Todos,Céu limpo,Sim,5,7,45,10
Jardim Botânico,2025-07-01,00-06h,Todos,Chuva,Não,17,14,0,7
Jardim Botânico,2025-07-09,18-23h,Vandalismo,Nublado,Não,20,10,61,8
Candangolândia,2025-06-25,00-06h,Furto,Nublado,Sim,11,4,53,3
Samambaia,2025-06-27,00-06h,Furto,Céu limpo,Sim,1,4,11,0
São Sebastião,2025-06-29,12-18h,Vandalismo,Céu limpo,Sim,14,6,82,1
Cruzeiro,2025-07-21,18-23h,Roubo,Céu limpo,Sim,14,0,77,8
SIA,2025-07-18,18-23h,Roubo,Nublado,Sim,18,6,24,9
Planaltina,2025-07-01,06-12h,Vandalismo,Céu limpo,Não,9,2,17,0
Fercal,2025-06-27,18-23h,Roubo,Chuva,Sim,16,13,70,9
Riacho Fundo,2025-06-22,06-12h,Roubo,Céu limpo,Sim,7,1,25,0
Asa Norte,2025-07-15,18-23h,Roubo,Céu limpo,Sim,11,2,71,5
Sol Nascente/Pôr do Sol,2025-07-16,18-23h,Vandalismo,Céu limpo,Não,2,0,45,0
Sobradinho,2025-06-24,06-12h,Todos,Chuva,Não,10,15,71,3
Santa Maria,2025-06-30,12-18h,Vandalismo,Nublado,Sim,9,8,14,6
Samambaia,2025-06-23,06-12h,Todos,Nublado,Sim,27,6,38,4
Guará,2025-07-12,00-06h,Roubo,Céu limpo,Não,0,0,64,0
Riacho Fundo,2025-07-14,06-12h,Todos,Céu limpo,Sim,1,14,52,6
SCIA/Estrutural,2025-06-30,18-23h,Vandalismo,Chuva,Não,17,15,44,7
Plano Piloto,2025-06-23,06-12h,Todos,Céu limpo,Sim,6,13,10,10
Jardim Botânico,2025-07-03,18-23h,Roubo,Céu limpo,Sim,21,8,8,8
SCIA/Estrutural,2025-07-09,06-12h,Furto,Céu limpo,Sim,30,14,33,0
Planaltina,2025-07-20,00-06h,Todos,Chuva,Não,27,11,10,1
Santa Maria,2025-07-21,00-06h,Todos,Chuva,Não,14,12,18,8
Jardim Botânico,2025-06-28,00-06h,Todos,Chuva,Sim,20,4,44,3
Riacho Fundo II,2025-07-04,06-12h,Todos,Chuva,Sim,8,10,38,7
Itapoã,2025-07-12,12-18h,Todos,Céu limpo,Não,6,13,65,10
SCIA/Estrutural,2025-07-01,00-06h,Vandalismo,Céu limpo,Sim,10,11,38,4
Park Way,2025-07-03,06-12h,Furto,Céu limpo,Sim,26,12,33,9
SCIA/Estrutural,2025-06-28,12-18h,Roubo,Chuva,Não,10,13,45,1
Santa Maria,2025-07-20,06-12h,Vandalismo,Chuva,Sim,26,1,89,5
Lago Norte,2025-06-25,00-06h,Vandalismo,Céu limpo,Não,14,3,86,7
Cruzeiro,2025-06-30,18-23h,Furto,Chuva,Não,13,14,55,10
Planaltina,2025-06-26,00-06h,Todos,Chuva,Sim,11,3,48,0
Sol Nascente/Pôr do Sol,2025-07-18,12-18h,Roubo,Céu limpo,Sim,20,1,57,9
Guará,2025-07-02,00-06h,Vandalismo,Céu limpo,Não,0,1,59,3
São Sebastião,2025-06-28,06-12h,Todos,Céu limpo,Não,4,4,50,7
Lago Norte,2025-06-30,12-18h,Vandalismo,Nublado,Sim,29,2,42,4
Núcleo Bandeirante,2025-07-11,18-23h,Roubo,Chuva,Sim,19,4,79,6
Taguatinga,2025-07-07,18-23h,Roubo,Chuva,Sim,21,5,80,1
Jardim Botânico,2025-07-03,18-23h,Todos,Céu limpo,Sim,8,7,90,1
Riacho Fundo II,2025-07-20,18-23h,Furto,Nublado,Não,13,13,55,6
Plano Piloto,2025-06-22,06-12h,Roubo,Chuva,Não,12,1,70,2
Taguatinga,2025-07-09,00-06h,Todos,Chuva,Sim,28,0,44,4
Samambaia,2025-07-09,18-23h,Roubo,Nublado,Não,26,10,96,4
Planaltina,2025-07-21,18-23h,Furto,Céu limpo,Sim,0,3,22,2
Sobradinho II,2025-07-16,06-12h,Todos,Chuva,Não,25,13,62,1
Brazlândia,2025-06-28,06-12h,Vandalismo,Céu limpo,Não,22,8,63,5
SCIA/Estrutural,2025-06-22,06-12h,Todos,Chuva,Não,9,12,37,9
Riacho Fundo,2025-07-21,18-23h,Todos,Chuva,Sim,14,7,59,3
Brazlândia,2025-07-03,00-06h,Furto,Chuva,Sim,6,13,85,8
Samambaia,2025-06-26,00-06h,Furto,Céu limpo,Não,19,8,62,9
Asa Sul,2025-07-05,18-23h,Roubo,Chuva,Sim,25,0,93,7
Brazlândia,2025-07-01,12-18h,Todos,Céu limpo,Sim,19,11,23,2
Plano Piloto,2025-07-13,12-18h,Vandalismo,Céu limpo,Não,6,0,57,6
Jardim Botânico,2025-07-01,18-23h,Furto,Céu limpo,Não,19,1,80,1
Sobradinho,2025-06-22,06-12h,Vandalismo,Chuva,Não,0,1,8,8
São Sebastião,2025-07-14,00-06h,Roubo,Céu limpo,Sim,27,3,94,7
SCIA/Estrutural,2025-06-25,00-06h,Roubo,Chuva,Sim,30,9,20,10
Asa Sul,2025-07-02,18-23h,Roubo,Céu limpo,Sim,20,1,97,8
Park Way,2025-06-27,12-18h,Furto,Chuva,Não,14,12,29,1
Candangolândia,2025-07-18,18-23h,Furto,Chuva,Não,4,2,44,1
Sobradinho II,2025-07-12,18-23h,Roubo,Nublado,Não,6,9,95,3
Varjão,2025-06-27,06-12h,Furto,Céu limpo,Não,30,2,88,5
Sobradinho II,2025-07-05,18-23h,Todos,Nublado,Sim,0,12,92,0
Brazlândia,2025-07-20,12-18h,Furto,Céu limpo,Sim,18,1,91,7
Santa Maria,2025-07-18,06-12h,Furto,Nublado,Não,14,7,56,5
Sobradinho,2025-07-19,00-06h,Furto,Nublado,Sim,4,1,72,2
Samambaia,2025-07-13,18-23h,Furto,Chuva,Sim,23,14,56,6
Gama,2025-06-21,00-06h,Vandalismo,Chuva,Sim,0,6,18,9
Riacho Fundo,2025-07-04,00-06h,Furto,Céu limpo,Não,6,3,99,7
Brazlândia,2025-07-05,12-18h,Todos,Céu limpo,Sim,3,13,31,8
Sol Nascente/Pôr do Sol,2025-06-24,12-18h,Vandalismo,Nublado,Sim,11,12,30,9
Varjão,2025-06-29,00-06h,Vandalismo,Chuva,Sim,15,7,46,10
Asa Sul,2025-07-03,00-06h,Todos,Nublado,Não,25,2,67,1
Recanto das Emas,2025-07-09,06-12h,Furto,Nublado,Sim,0,5,10,4
Vicente Pires,2025-06-24,18-23h,Todos,Nublado,Sim,17,10,76,5
Riacho Fundo,2025-07-17,18-23h,Roubo,Chuva,Sim,12,4,7,1
Guará,2025-06-22,00-06h,Todos,Chuva,Sim,26,15,51,5
Guará,2025-07-02,06-12h,Todos,Chuva,Sim,12,7,95,3
Lago Sul,2025-07-16,18-23h,Todos,Chuva,Não,10,9,14,6
SCIA/Estrutural,2025-07-16,06-12h,Furto,Chuva,Não,28,4,74,4
Sudoeste/Octogonal,2025-07-07,18-23h,Todos,Nublado,Sim,4,15,74,0
Planaltina,2025-07-09,12-18h,Roubo,Nublado,Sim,27,4,64,2
Lago Sul,2025-07-21,12-18h,Roubo,Céu limpo,Sim,25,12,91,1
Guará,2025-07-09,18-23h,Roubo,Céu limpo,Não,4,7,45,3
Riacho Fundo,2025-07-13,00-06h,Furto,Nublado,Não,19,4,46,6
Vicente Pires,2025-06-25,06-12h,Roubo,Céu limpo,Não,6,9,9,3
Cruzeiro,2025-07-01,18-23h,Vandalismo,Céu limpo,Não,27,6,87,10
Itapoã,2025-06-22,06-12h,Roubo,Chuva,Não,15,12,96,9
Samambaia,2025-06-24,12-18h,Roubo,Chuva,Não,27,6,58,5
Gama,2025-07-10,00-06h,Furto,Chuva,Não,27,7,13,10
Candangolândia,2025-07-04,18-23h,Furto,Chuva,Não,5,11,76,0
Guará,2025-07-20,06-12h,Furto,Chuva,Sim,17,5,2,6
Sol Nascente/Pôr do Sol,2025-07-15,06-12h,Roubo,Chuva,Não,5,5,47,1
SIA,2025-07-02,18-23h,Vandalismo,Chuva,Sim,23,6,38,8
Santa Maria,2025-06-26,00-06h,Todos,Chuva,Sim,17,5,61,2
Cruzeiro,2025-06-22,18-23h,Furto,Chuva,Sim,17,6,31,7
Santa Maria,2025-06-22,12-18h,Roubo,Céu limpo,Sim,18,15,30,6
Plano Piloto,2025-06-22,00-06h,Todos,Nublado,Não,1,15,51,7
Fercal,2025-06-28,12-18h,Roubo,Chuva,Não,25,2,38,0
Park Way,2025-07-15,00-06h,Todos,Chuva,Não,4,1,36,5
Jardim Botânico,2025-07-10,00-06h,Roubo,Chuva,Sim,16,7,93,4
Águas Claras,2025-07-21,00-06h,Todos,Nublado,Não,28,1,8,6
Riacho Fundo,2025-07-14,12-18h,Furto,Chuva,Sim,24,7,44,3
Águas Claras,2025-06-28,12-18h,Roubo,Céu limpo,Sim,22,7,94,0
Cruzeiro,2025-07-18,06-12h,Roubo,Chuva,Não,25,4,78,10
Sol Nascente/Pôr do Sol,2025-07-15,06-12h,Roubo,Nublado,Sim,18,15,79,3
SCIA/Estrutural,2025-07-07,12-18h,Todos,Chuva,Não,1,9,71,9
Sobradinho,2025-06-22,00-06h,Furto,Céu limpo,Não,11,10,81,9
Itapoã,2025-07-02,18-23h,Furto,Céu limpo,Sim,5,0,33,2
Plano Piloto,2025-07-03,18-23h,Furto,Céu limpo,Não,2,14,65,2
Vicente Pires,2025-07-05,00-06h,Todos,Chuva,Sim,5,8,11,8
SCIA/Estrutural,2025-07-20,00-06h,Todos,Chuva,Sim,26,13,44,6
Park Way,2025-06-21,00-06h,Furto,Céu limpo,Sim,5,8,76,3
Cruzeiro,2025-07-11,06-12h,Vandalismo,Nublado,Não,2,12,69,4
Lago Sul,2025-07-04,06-12h,Todos,Chuva,Não,2,1,44,9
Cruzeiro,2025-07-03,06-12h,Vandalismo,Chuva,Sim,25,14,80,4
Gama,2025-07-16,12-18h,Furto,Céu limpo,Sim,6,14,41,10
Recanto das Emas,2025-07-04,18-23h,Vandalismo,Chuva,Não,11,4,42,3
Samambaia,2025-07-04,12-18h,Vandalismo,Chuva,Sim,20,6,2,6
Park Way,2025-07-09,06-12h,Furto,Chuva,Sim,26,15,47,4
SCIA/Estrutural,2025-07-20,18-23h,Furto,Chuva,Sim,24,15,61,0
Lago Norte,2025-06-25,12-18h,Roubo,Chuva,Sim,13,12,85,2
Guará,2025-07-10,18-23h,Vandalismo,Céu limpo,Não,7,15,12,5
Núcleo Bandeirante,2025-07-20,12-18h,Todos,Céu limpo,Não,13,1,29,6
Park Way,2025-06-22,18-23h,Vandalismo,Nublado,Não,24,0,19,1
Guará,2025-07-10,06-12h,Vandalismo,Nublado,Sim,1,14,46,8
Brazlândia,2025-07-16,06-12h,Todos,Chuva,Não,3,2,73,9
São Sebastião,2025-07-02,00-06h,Vandalismo,Céu limpo,Sim,20,3,28,7
SIA,2025-06-23,18-23h,Roubo,Céu limpo,Não,24,12,52,9
Lago Sul,2025-07-04,06-12h,Furto,Nublado,Sim,3,6,90,0
SIA,2025-07-19,12-18h,Roubo,Céu limpo,Não,16,4,39,3
Núcleo Bandeirante,2025-07-04,06-12h,Todos,Nublado,Sim,3,15,54,4
Águas Claras,2025-07-11,06-12h,Furto,Nublado,Não,24,11,42,9
Gama,2025-07-21,06-12h,Roubo,Céu limpo,Sim,26,4,98,9
Asa Norte,2025-07-09,06-12h,Todos,Chuva,Sim,19,2,9,2
Cruzeiro,2025-07-17,00-06h,Todos,Chuva,Sim,8,14,23,8
